iter	Logloss
0	0.6775576201
1	0.6619734643
2	0.6470094231
3	0.6326536795
4	0.6209524487
5	0.6077694622
6	0.5959235521
7	0.5849438533
8	0.5734421392
9	0.5619236214
10	0.5515288568
11	0.5397496036
12	0.5287057106
13	0.519173831
14	0.5095136812
15	0.5005394068
16	0.4922790621
17	0.4840173325
18	0.4769308356
19	0.4686174253
20	0.4604436976
21	0.4521446675
22	0.4435702259
23	0.4364120664
24	0.4294585638
25	0.4233923747
26	0.4165905342
27	0.4102789377
28	0.403006157
29	0.3967135186
30	0.3907026934
31	0.3844448236
32	0.3795879247
33	0.3748748601
34	0.3691601138
35	0.3637713839
36	0.3581709882
37	0.3535541712
38	0.3493518026
39	0.3459063357
40	0.3423365765
41	0.3392970154
42	0.33501219
43	0.3304548971
44	0.3262604654
45	0.322929839
46	0.3192871354
47	0.3161571819
48	0.3128350542
49	0.3094936497
50	0.3059866438
51	0.3025619013
52	0.2988945123
53	0.2956849348
54	0.293200482
55	0.2903281668
56	0.287149186
57	0.2838634641
58	0.2813519519
59	0.2785265559
60	0.2756763489
61	0.2730183019
62	0.2706303695
63	0.2685352008
64	0.2662348781
65	0.2636982953
66	0.2616265772
67	0.2594149267
68	0.2570505708
69	0.2548769351
70	0.2532808608
71	0.2507708226
72	0.2486220167
73	0.2464995349
74	0.2441462495
75	0.2422220555
76	0.2404788329
77	0.2387888674
78	0.2372305022
79	0.2352152947
80	0.2334843283
81	0.231217869
82	0.2297903144
83	0.2281036136
84	0.2263910111
85	0.2245087968
86	0.2226898838
87	0.2209994219
88	0.2197363751
89	0.2183185993
90	0.2166970667
91	0.2151241396
92	0.2134415698
93	0.2116613517
94	0.2104834885
95	0.2088947401
96	0.2075963582
97	0.2064818175
98	0.2051783032
99	0.2034341528
100	0.2022386462
101	0.200669738
102	0.1993920081
103	0.1979899708
104	0.1967621373
105	0.1956482152
106	0.1946134691
107	0.1934018158
108	0.1926220028
109	0.1915949791
110	0.1906737245
111	0.1896635097
112	0.1885447523
113	0.1875286777
114	0.1864908543
115	0.18525707
116	0.1841604601
117	0.1833534032
118	0.1820244614
119	0.1809272637
120	0.179778548
121	0.1786065825
122	0.1775848411
123	0.1765349111
124	0.1753888323
125	0.1743520523
126	0.1734452196
127	0.1726293669
128	0.1716379756
129	0.1705471025
130	0.1700423028
131	0.169292702
132	0.1685228554
133	0.1679331836
134	0.1673942346
135	0.1664984177
136	0.1657772078
137	0.1647575848
138	0.163954877
139	0.1634257759
140	0.1624419149
141	0.1617931265
142	0.1610337648
143	0.1601028736
144	0.1593950172
145	0.1586426206
146	0.1579207948
147	0.1572610518
148	0.156491496
149	0.1558087663
150	0.1551939109
151	0.1545999137
152	0.1540047711
153	0.1533274749
154	0.1524748158
155	0.1517671897
156	0.1510592034
157	0.1502405751
158	0.1497283665
159	0.1491331334
160	0.1486880096
161	0.1480351718
162	0.1473142252
163	0.1465513522
164	0.1460850931
165	0.1454390071
166	0.1448095183
167	0.1443364213
168	0.143734049
169	0.1433059769
170	0.1427066042
171	0.1420946265
172	0.1415358614
173	0.1410738523
174	0.1404739336
175	0.1398728065
176	0.1393911157
177	0.1389485297
178	0.1384785087
179	0.1380045813
180	0.1375157429
181	0.1370025891
182	0.1363727743
183	0.1358071791
184	0.1352592249
185	0.1348324284
186	0.1343790786
187	0.1337587453
188	0.1332223062
189	0.1328112878
190	0.1324088526
191	0.1319408146
192	0.1313142113
193	0.1308616223
194	0.1304338088
195	0.129870019
196	0.1294038931
197	0.1289960472
198	0.1284187874
199	0.1279229159
200	0.1275882463
201	0.1270864326
202	0.1267174294
203	0.1262121289
204	0.1257509397
205	0.125380311
206	0.1249891262
207	0.1246600087
208	0.1242263025
209	0.123909933
210	0.1235833735
211	0.123070609
212	0.1226589984
213	0.122178654
214	0.1217202809
215	0.1212742631
216	0.1208839923
217	0.1203115812
218	0.1199227778
219	0.1194788996
220	0.1192568444
221	0.1188567896
222	0.1185075852
223	0.1182280408
224	0.1178899363
225	0.1175684211
226	0.1172008235
227	0.1168767568
228	0.1164477698
229	0.1162420387
230	0.1158410698
231	0.1154133348
232	0.1149129582
233	0.1145112144
234	0.1141337244
235	0.1137327374
236	0.1133878392
237	0.1130596137
238	0.1127602288
239	0.1125193208
240	0.1121666655
241	0.1118704678
242	0.1114790027
243	0.1111617116
244	0.110808951
245	0.1102432932
246	0.1098702089
247	0.1093892441
248	0.1091365795
249	0.108662061
250	0.1083375936
251	0.1079128227
252	0.1075822
253	0.1072687836
254	0.1069737438
255	0.1066677406
256	0.1063495811
257	0.1061195437
258	0.1058083991
259	0.1056545285
260	0.105319364
261	0.1050868566
262	0.1048873675
263	0.1045071267
264	0.1042809591
265	0.1038937935
266	0.1035866077
267	0.1032669397
268	0.1030001184
269	0.1026197343
270	0.1023752309
271	0.101989774
272	0.101714894
273	0.1014210872
